report_id,bug_id,bug_category,severity,recurrent,bug_create_time,bug_page,title,description,img_url,test_case_name,test_case_front,test_case_behind,test_case_description
5d4e175ec9e77c000dab101b,5d4e185bc9e77c000dab101d,功能不完整,3,必现,2019/8/10 1:05,登录,输入错误的手机号，获取验证码提示信息不对,"1.进入登录界面
2.输入错误的手机号，如""123456""
3.点击获取验证码
4.直接提示验证码错误",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565399130093/1565399130093_错误手机号2.png,错误手机号-登录,网络正常,"1.进入登录界面
2.输入错误的手机号
3.点击获取验证码",提示 请输入正确的手机号
5d4e175ec9e77c000dab101b,5d4e18f3c9e77c000dab1025,功能不完整,5,必现,2019/8/10 1:08,登录,登录界面没有注册功能,"1.进入登录界面
2.观察页面
3.发现只有登录功能，而没有注册功能",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565399282568/1565399282568_没有注册功能7.png,没有注册功能,网络正常,"1.进入登录界面
2.观察功能设置",功能正常，有登录功能，有注册功能
5d4e175ec9e77c000dab101b,5d4e1a02c9e77c000dab102e,功能不完整,1,必现,2019/8/10 1:12,登录,获取验证码，无发送成功提示，且无倒计时提示,"1.进入登录页面
2.输入正确的手机号
3.点击获取验证码
4.手机确实能收到验证码，但是app点击获取的时候，无任何提示，在""获取验证码""后面，也没有下次再次发送的倒计时",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565399545308/1565399545308_获取验证码之后没有时间.png,获取验证码功能,网络正常,"1.进入登录页面
2.输入正确的手机号
3.点击获取验证码",有验证码已发送的提示且发送验证码有个时间倒计时之后可重新发送
5d4e175ec9e77c000dab101b,5d4e1bf5c9e77c000dab1047,功能不完整,2,必现,2019/8/10 1:20,个人界面-发布趣图-发布趣图,发布趣图-gif图片选择页面，无任何图片，却提示相册已满,"1.登录成功后进入首页
2.点击左上角的个人界面
3.点击发布趣图
4.点击""贴一张GIF图片""
5.进入GIF图片选择页面
6.没有任何图片的情况下，却提示""相册已满,请及时清理""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400030043/1565400030043_相册已满.png,发布趣图-相册已满,"1.网络正常
2.成功登录","1.登录成功后进入首页
2.点击左上角的个人界面
3.点击发布趣图
4.点击""贴一张GIF图片""
5.进入GIF图片选择页面",gif图片选择页面显示正常，并且可以进行添加，删除gif图片
5d4e175ec9e77c000dab101b,5d4e1d99c9e77c000dab1063,不正常退出,5,必现,2019/8/10 1:27,个人界面-简介编辑-简介编辑,点击简介编辑，软件崩溃，停止运行,"1.进入首页
2.进入左上角个人设置
3.点击""简介编辑""按钮
4.软件停止运行，弹出""很抱歉，""趣享GIF开源版""已停止运行""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400469377/1565400469377_停止运行9.png,个人界面-简介编辑,"1.网络正常
2.登录成功","1.进入首页
2.进入左上角个人界面
3.点击""简介编辑""按钮",成功出现编辑页面
5d4e175ec9e77c000dab101b,5d4e3233c9e77c000dab1240,不正常退出,5,必现,2019/8/10 2:55,个人界面-简介编辑-简介编辑,点击简介编辑，软件崩溃，停止运行,"1.进入首页
2.进入左上角个人界面
3.点击""简介编辑""按钮
4.软件停止运行，弹出""很抱歉，""趣享GIF开源版""已停止运行""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405729716/1565405729716_停止运行9.png,个人界面-简介编辑,"1.网络正常
2.登录成功","1.进入首页
2.进入左上角个人界面
3.点击""简介编辑""按钮",成功出现编辑页面
5d4e175ec9e77c000dab101b,5d4e1e85c9e77c000dab1072,不正常退出,5,必现,2019/8/10 1:31,个人界面-个人主页,点击个人主页中的编辑，软件崩溃,"1.进入首页
2.进入左上角个人设置
3.点击""个人主页""按钮
4.点击右边的编辑按钮
5.软件停止运行，提示""很抱歉，""趣享GIF开源版""已停止运行""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400706979/1565400706979_点击头像下的编辑8.png,个人设置-个人主页里的编辑,"1.网络正常
2.已登录","1.进入首页
2.进入左上角个人设置
3.点击""个人主页""按钮
4.点击右边的编辑按钮",成功出现编辑界面
5d4e175ec9e77c000dab101b,5d4e1f57c9e77c000dab107e,用户体验,3,必现,2019/8/10 1:35,个人界面-个人主页-个人主页,个人主页中，查看发布后，左上角返回，直接回到了首页，而不是个人主页,"1.进入首页
2.进入左上角个人设置
3.点击""个人主页""按钮
4.点击头像下面的发布
5.进入发布页面后，点击左上角的返回
6.直接回到了软件的首页，而不是""个人主页""界面","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400905394/1565400905394_个人主页发布功能1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400912297/1565400912297_个人主页发布功能2.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400915665/1565400915665_个人主页发布功能3.png",个人主页-发布,"1.网络正常
2.已登录","1.进入首页
2.进入左上角个人界面
3.点击""个人主页""按钮
4.点击头像下面的发布
5.进入发布页面后，点击左上角的返回",回到上一级，也就是个人主页的界面
5d4e175ec9e77c000dab101b,5d4e20c8c9e77c000dab108c,功能不完整,4,必现,2019/8/10 1:41,个人界面-个人主页-个人主页,发布趣图后的发布时间显示不对，以分钟记为了天数,"1.进入首页
2.进入左上角个人设置
3.点击""个人主页""按钮
4.查看发布动态的时间信息，发现他是以分钟当做天数的，刚发布，就提示一天前，然后每过一分钟，就增加一天","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401215243/1565401215243_发布时间不对.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401244254/1565401244254_四天前.png",发布时间不对,"1.网络正常
2.已登录
3.已发布一个动态","1.进入首页
2.进入左上角个人界面
3.点击""个人主页""按钮
4.查看发布的各方面信息，如发布时间等",各方面信息正常
5d4e175ec9e77c000dab101b,5d4e2202c9e77c000dab10a1,功能不完整,3,必现,2019/8/10 1:46,个人界面-头像上传-头像上传,个人界面-头像上传，点击无效,"1.进入首页
2.进入左上角个人设置
3.点击""个人主页""按钮
4.点击头像按钮
5.进入了个人界面后，再次点击头像
6.无反应，无法进行头像的上传",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401599939/1565401599939_头像上传.png,个人界面-头像设置,"1.网络正常
2.已登录","1.进入首页
2.进入左上角个人界面
3.点击""个人主页""按钮
4.点击头像按钮
5.进入了个人主页界面后，再次点击头像",提示选择照片当为头像
5d4e175ec9e77c000dab101b,5d4e2380c9e77c000dab10b9,用户体验,2,必现,2019/8/10 1:53,查看趣图-评论-举报评论,查看趣图，编辑评论，无法修改评论，且自己可以举报自己,"1.点击任意趣图
2.进行评论
3.点击自己的评论编辑
4.出现""举报""，""删除""字样，没有修改的字样，且在自己的评论编辑下，出现举报功能，影响用户体验",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401982117/1565401982117_举报自己评论.png,自己可以举报自己,"1.网络正常
2.登录正常","1.点击任意趣图
2.进行评论
3.点击自己的评论编辑",出现删除字样，和修改字样
5d4e175ec9e77c000dab101b,5d4e25bac9e77c000dab10f9,功能不完整,3,必现,2019/8/10 2:02,查看趣图-分享-QQ空间,分享趣图到QQ空间功能，实际上是分享给好友,"1.进入首页
2.点击任意趣图进行查看
3.点击分享
4.点击分享到QQ空间
5.弹出的是好友选择页面，而不是""是否分享到QQ空间""的页面
","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565402404590/1565402404590_分享并不是到qq空间而是好友.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565402410363/1565402410363_分享.png",分享到QQ空间,"1.网络正常
2.登录正常
3.手机上有QQ","1.进入首页
2.点击任意趣图进行查看
3.点击分享
4.点击分享到QQ空间
","出现""分享到QQ空间""的页面"
5d4e175ec9e77c000dab101b,5d4e26f5c9e77c000dab1130,用户体验,2,必现,2019/8/10 2:07,查看趣图-评论-其他,发表评论，发表成功了，却提示发表失败,"1.进入首页
2.点击任意趣图进行查看
3.点击评论
4.输入任意内容后，点击发送
5.提示发表评论失败，但实际上已经成功发表",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565402865294/1565402865294_发表评论失败.png,发表评论失败，但实际上成功了,"1.网络正常
2.已登录","1.进入首页
2.点击任意趣图进行查看
3.点击评论
4.输入任意内容后，点击发送",评论成功
5d4e175ec9e77c000dab101b,5d4e2881c9e77c000dab1156,页面布局缺陷,2,必现,2019/8/10 2:14,个人界面-草稿箱-查看,草稿箱为空时，提示信息不符合,"1.进入首页
2.点击左上角""个人设置""
3.点击草稿箱
4.草稿箱为空时，页面提示信息为""您的发布空空如也""，草稿箱本就不是发布，这样的提示信息不符合实际描述，""草稿箱""不等于""发布""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565403214616/1565403214616_草稿箱提示信息不对.png,草稿箱信息提示,"1.网络正常
2.已登录
3.草稿箱无内容","1.进入首页
2.点击左上角""个人界面""
3.点击草稿箱","草稿箱界面提示，""您的草稿箱为空"""
5d4e175ec9e77c000dab101b,5d4e2ab6c9e77c000dab118b,用户体验,2,必现,2019/8/10 2:23,查看趣图-评论-编辑评论,"删除评论，却提示""确定删除图片吗""","1.进入首页
2.点击任意趣图进行查看
3.点击评论
4.输入任意内容后，点击发送
5.点击自己的评论，进行编辑功能
6.点击删除
7.提示""您确定删除这张图片吗""，评论不是图片，提示字样有错误",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565403821294/1565403821294_评论删除.png,删除评论,"1.网络正常
2.已登录
","1.进入首页
2.点击任意趣图进行查看
3.点击评论
4.输入任意内容后，点击发送
5.点击自己的评论，进行编辑功能
6.点击删除","提示""确定要删除这条评论吗""类似字样"
5d4e175ec9e77c000dab101b,5d4e2c93c9e77c000dab11af,用户体验,3,必现,2019/8/10 2:31,主界面,首页，任一模块下拉很多次后，左上角的个人设置，和右上角的搜索被覆盖,"1.进入首页
2.在首页任一模块，""世界，关注，热门""，进行向下滑动
3.下滑到一定程度
4.此时，左上角的个人设置和右上角的搜索功能被覆盖掉，需要重新再把首页内容向上面滑动，两个按钮就会重新出现，影响了用户体验",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565404274789/1565404274789_内容下拉后.png,首页内容下拉后，页面布局改变,网络正常,"1.进入首页
2.在首页任一模块，""世界，关注，热门""，进行向下滑动
3.下滑到一定程度
4.观察各类功能按钮",按钮均正常
5d4e175ec9e77c000dab101b,5d4e2e7ec9e77c000dab11dd,功能不完整,4,必现,2019/8/10 2:39,搜索,搜索功能中，无法搜索转发内容,"1.进入首页
2.点击右上角的搜索
3.搜索转发内容的信息
4.在搜索结果中并没有转发内容的信息","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565404746613/1565404746613_转发.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565404793843/1565404793843_QQ图片20190810103912.jpg",搜索功能--转发内容无法被搜索,"1.网络正常
2.已登录
3.已转发过某一趣图","1.进入首页
2.点击右上角的搜索
3.搜索转发内容的信息",出现要搜索的内容
5d4e175ec9e77c000dab101b,5d4e3046c9e77c000dab1217,功能不完整,3,必现,2019/8/10 2:47,主界面-设置-常规,设置-常规-清理缓存，有缓存的情况下，清理后，提示清理失败，实际上成功,"1.进入首页
2.点击左上角个人设置
3.点击设置
4.有缓存的情况下，点击清理缓存
5.提示缓存清理失败",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405250876/1565405250876_缓存清理成功.png,设置-缓存清理,"1.网络正常
2.有缓存","1.进入首页
2.点击左上角个人界面
3.点击设置
4.点击清理缓存",提示清理成功
5d4e175ec9e77c000dab101b,5d4e332bc9e77c000dab1262,用户体验,2,必现,2019/8/10 2:59,个人界面-发布趣图-发布趣图,"发布趣图--GIF相册，右上角的""从相测中选择""有错别字","1.登录成功后进入首页
2.点击左上角的个人界面
3.点击发布趣图
4.点击""贴一张GIF图片""
5.进入GIF图片选择页面
6.点击右上角""...""
7.""从相测中选择""，错别字，相测 应为 相册",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405992320/1565405992320_相册错别字.png,相册错别字,"1.网络正常
2.已登录","1.登录成功后进入首页
2.点击左上角的个人界面
3.点击发布趣图
4.点击""贴一张GIF图片""
5.进入GIF图片选择页面
6.点击右上角""...""
7.观察文字是否出错",文字正确
5d4e175ec9e77c000dab101b,5d4e3415c9e77c000dab1271,用户体验,2,必现,2019/8/10 3:03,查看趣图-评论-其他,"写评论错别字，错为""写评轮""","1.进入首页
2.进入任意趣图
3.写评论错别字，错为""写评轮""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565406226290/1565406226290_写评论.png,写评论错别字,"1.网络正常
2.已登录","1.进入首页
2.进入任意趣图
3.观察写评论字样",文字正确
5d4e175ec9e77c000dab101b,5d4e3871c9e77c000dab12b4,功能不完整,1,必现,2019/8/10 3:22,主界面-世界,分享后无选择返回应用或者留在qq,"1.进入首页
2.进入任意趣图
3.点击分享到qq空间
4.点击发送，分享成功后没有提示选择 是否留在QQ或者返回应用
5.直接停留在了QQ界面
功能不完整，而且影响用户体验",,分享到QQ的功能,"1.网络正常
2.登录正常","1.进入首页
2.进入任意趣图
3.点击分享到qq空间
4.点击发送","提示 选择 ""是否留在QQ""或者返回应用"
5d4e175ec9e77c000dab101b,5d4e65acc9e77c000dab1488,功能不完整,3,必现,2019/8/10 6:35,登录,"错误手机号直接登录，提示信息""手机号验证码不得为空""","1.进入登录界面
2.输入错误的手机号，如""123""
3.直接点击登录
4.提示""手机号和验证码不得为空""
应该先提示请输入正确手机号",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565418913979/1565418913979_错误手机号直接点击登录.png,错误手机号直接登录,1.网络正常,"1.进入登录界面
2.输入错误的手机号，如""123""
3.直接点击登录",提示请输入正确的手机号，且验证码不得为空
5d4e175ec9e77c000dab101b,5d4e9d46c9e77c000dab168b,功能不完整,1,必现,2019/8/10 10:32,登录,登录只支持手机登录,"1.进入登录页面
2.发现只支持手机登录，且只可以使用验证码登录
",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565433155418/1565433155418_QQ截图20190810183228.png,登录只能使用手机,网络正常,"1.进入登录界面
2.查看登录方式",应该有账号密码登录方式  等其他方式
5d4e175ec9e77c000dab101b,5d4e9e60c9e77c000dab169c,功能不完整,1,必现,2019/8/10 10:37,登录,一个手机号当天多次登录后，当天将不能再获得验证码,"1.进入登录界面
2.输入手机号，当天登录过一定次数的手机号
3.点击获取验证码
4.提示""该手机号已超出当日短信请求最大次数，请明天再试""
在只能使用手机号，和验证码的登录情况下，这种情况严重影响了用户体验",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565433388875/1565433388875_请求次数0.png,一个手机号登录次数过多，会达到上限,"1.网络正常
2.在不是连续失败的情况下，一个手机号当天累计一定数量的获取验证码次数
","1.进入登录界面
2.输入手机号
3.点击获取验证码",正常获取
5d4e175ec9e77c000dab101b,5d4ea641c9e77c000dab16cf,用户体验,2,必现,2019/8/10 11:10,个人界面-发布趣图-发布趣图,发布趣图的文本输入框，没有信息提示当前可输入多少字,"1.进入首页
2.点击右下角的发布趣图
3.文本输入框内，没有任何信息提示可以输入多少字
影响了用户体验
",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565435449413/1565435449413_输入有限.png,发布趣图不提示可以输入多少字,"1.网络正常
2.登录成功","1.进入首页
2.点击右下角的发布趣图
3.观察输入文本框的设置",应当有提示当前限输入多少字 的相关信息
5d4e175ec9e77c000dab101b,5d4ea81fc9e77c000dab16e4,功能不完整,3,必现,2019/8/10 11:18,查看趣图-评论-编辑评论,评论当,"1.进入首页
2.进入任意趣图
3.点击评论
4.输入任意内容直到无法再输入为止
5.点击发送
6.提示发生未知错误
经尝试，当字符数超过294时，会出现""发生未知错误""的结果",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565435923819/1565435923819_未知错误5.png,评论字数,"1.网络正常
2.登陆成功
","1.进入首页
2.进入任意趣图
3.点击评论
4.输入任意内容直到无法再输入为止
5.点击发送",评论成功
5d4e175ec9e77c000dab101b,5d4ea8ccc9e77c000dab16e8,用户体验,1,大概率复现,2019/8/10 11:21,查看趣图-评论-其他,评论框内，没有提示限制输入的字数,"1.进入首页
2.进入任意趣图
3.点击评论
4.观察后发现，没有提示限制输入的字数的信息",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565436105292/1565436105292_无字数限制.png,评论没有提示上限字数,"1.网络正常
2.已登录","1.进入首页
2.进入任意趣图
3.点击评论
4.观察有没有提示字数限制的字样",有字数限制的字样
5d4e175ec9e77c000dab101b,5d4eaa23c9e77c000dab16f4,用户体验,3,必现,2019/8/10 11:27,查看趣图-查看-查看,查看自己发布的趣图时，自己的用户名称和头像在右侧显示,"1.进入首页
2.点击左上角个人界面
3.点击个人主页
4.点击自己发布的一个趣图
5.观察页面布局
6.自己的用户名称和头像在右侧显示
7.正常情况在看别人发布的趣图时候，用户名称与头像在左侧显示
8.自己发布的趣图，自己的用户名称与头像在右侧显示，看起来即为不适，影响用户体验",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565436448073/1565436448073_自己的用户信息在右侧.png,自己发布的趣图，用户名称靠右侧,"1.网络正常
2.已登录
3.已发布一个趣图","1.进入首页
2.点击左上角个人界面
3.点击个人主页
4.点击自己发布的一个趣图
5.观察页面布局",页面布局合理
5d4e1890c9e77c000dab1020,5d4e19f5c9e77c000dab102b,功能不完整,4,小概率复现,2019/8/10 1:12,登录,验证登录界面的正确性时，没有显示用户可使用手机号和验证码登录,验证登录界面的正确性时，没有显示用户可使用手机号和验证码登录,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565399536723/1565399536723_1.png,验证登录界面的正确性,成功下载APP,"1.下载APP
2.打开APP
",用户可使用手机号和验证码登录
5d4e1890c9e77c000dab1020,5d4e1cd2c9e77c000dab105c,功能不完整,3,大概率复现,2019/8/10 1:24,查看趣图-分享-QQ空间,查看趣图的分享功能暂未实现，无法使用,查看趣图的分享功能暂未实现，无法使用,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565400270490/1565400270490_2.jpg,验证查看趣图的分享功能的有效性,下载APP，登录成功,"1.点击任意一条趣图
2.点击分享按钮",可以分享到qq空间或微信或微博
5d4e1890c9e77c000dab1020,5d4e2004c9e77c000dab1086,功能不完整,4,大概率复现,2019/8/10 1:38,查看趣图-评论-编辑评论,查看趣图的发表评论功能失效，发送已编辑完的评论后，有提示发送成功，却看不到改评论,查看趣图的发表评论功能失效，发送已编辑完的评论后，有提示发送成功，却看不到改评论,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401017040/1565401017040_3.jpg,验证查看趣图的发表评论功能的有效性,下载APP，成功登录APP,"1.点击任意一条趣图
2.编辑要发表的评论
3.点击发送",发表成功
5d4e1890c9e77c000dab1020,5d4e21e0c9e77c000dab1098,功能不完整,3,大概率复现,2019/8/10 1:46,主界面-设置-GIF设置,在设置模块中，关掉【自动刷新内容】按钮后，重新打开应用后无法智能刷新最新内容,在设置模块中，关掉【自动刷新内容】按钮后，重新打开应用后无法智能刷新最新内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401565377/1565401565377_4.jpg,验证设置模块的【自动刷新内容】按钮的有效性,下载APP，登录APP,"1.打开设置
2.打开【自动刷新内容】按钮",重新打开应用后无法智能刷新最新内容
5d4e1890c9e77c000dab1020,5d4e22f9c9e77c000dab10ac,功能不完整,4,大概率复现,2019/8/10 1:50,查看趣图-保存到手机-保存到手机,查看趣图时点击保存到手机后，显示成功保存，返回手机相册查看却没找到该趣图,查看趣图时点击保存到手机后，显示成功保存，返回手机相册查看却没找到该趣图,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565401843653/1565401843653_5.jpg,验证查看趣图的保存到手机功能的有效性,下载APP，登录APP,"1.点击任意一条趣图
2.点击右上角的保存到手机",保存成功
5d4e1890c9e77c000dab1020,5d4e27ebc9e77c000dab113f,功能不完整,1,大概率复现,2019/8/10 2:11,查看趣图-分享-微信,查看趣图的分享功能可以成功分享，但分享成功后无法提示返回应用或留在微信改功能,查看趣图的分享功能可以成功分享，但分享成功后无法提示返回应用或留在微信改功能,,验证查看趣图的分享微信功能的有效性,下载APP，登录APP,"1.点击任意一条趣图
2.点击分享按钮
3.选择分享到微信",成功分享到微信，且提示返回应用或留在微信
5d4e1890c9e77c000dab1020,5d4e295dc9e77c000dab116a,功能不完整,1,大概率复现,2019/8/10 2:18,个人界面-简介编辑-简介编辑,验证个人主页时，缺少可以修改个人信息的功能按钮,证个人主页时，缺少可以修改个人信息的功能按钮,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565403462534/1565403462534_6.jpg,验证个人主页界面的正确性,下载APP，登录APP,"1.点击个人主页，进入该界面
",正确的显示个人主页的基本信息，且包括可以修改个人信息功能
5d4e1890c9e77c000dab1020,5d4e29f5c9e77c000dab1175,功能不完整,1,大概率复现,2019/8/10 2:20,查看趣图-分享-微博,查看趣图的分享微博功能可以成功分享，但分享成功后无法提示返回应用或留在微博该功能,查看趣图的分享微博功能可以成功分享，但分享成功后无法提示返回应用或留在微博该功能,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565403632364/1565403632364_7.jpg,验证查看趣图的分享微博功能的有效性,下载APP，登录APP,"1.点击任意一条趣图
2.点击分享按钮
3.选择分享到微博",成功分享到微信，且提示返回应用或留在微博
5d4e1890c9e77c000dab1020,5d4e2e3ac9e77c000dab11d1,用户体验,2,大概率复现,2019/8/10 2:38,主界面-关注-其他,在主界面中，查看已关注的用户的趣图，同时也有自己本身所发布的趣图,在主界面中，查看已关注的用户的趣图，同时也有自己本身所发布的趣图,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565404694245/1565404694245_8.jpg,验证主界面的关注功能的有效性,下载APP，登录APP,"1.点击关注按钮
2.查看已关注的人发的趣图",可以正确的查看已关注的人发的趣图
5d4e1890c9e77c000dab1020,5d4e31d5c9e77c000dab122e,功能不完整,2,大概率复现,2019/8/10 2:54,查看趣图-点赞-点赞,在关掉网络的情况下，取消已点赞过的趣图，成功取消点赞，且没有提示网络异常,在关掉网络的情况下，取消已点赞过的趣图，成功取消点赞，且没有提示网络异常,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405648001/1565405648001_10.png,在无网络的情况下，验证取消点赞功能,下载APP，登录APP,"1.关掉网络
2.给已点赞过的趣图取消点赞
",取消点赞失败，提示网络异常
5d4e1890c9e77c000dab1020,5d4e700ac9e77c000dab1509,功能不完整,3,大概率复现,2019/8/10 7:19,主界面-关注-其他,在取消所有关注用户后，重新返回主界面的关注模块，刷新后不应该显示原来关注的内容,在取消所有关注用户后，重新返回主界面的关注模块，刷新后不应该显示原来关注的内容,"http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565421555610/1565421555610_11.2.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565421573151/1565421573151_11.1.jpg",在取消所有关注用户后，重新返回主界面的关注模块，验证重新刷新页面的正确性,下载APP，登录APP,"1.取消所有关注过的用户
2.返回主界面
3.点击关注，刷新",无内容显示，并显示“去关注”
5d4e1890c9e77c000dab1020,5d4e72dac9e77c000dab1530,用户体验,2,大概率复现,2019/8/10 7:31,查看趣图-点赞-点赞,在查看趣图时，看到已点赞的趣图，可以看到点赞的数量却看不到点赞的用户是谁,在查看趣图时，看到已点赞的趣图，可以看到点赞的数量却看不到点赞的用户是谁,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565422290158/1565422290158_12.png,验证查看趣图点赞用户的正确性,下载APP，登录APP,"1.查看任意一条有用户点赞过的趣图
2.查看点赞的用户",可以显示点赞人数及用户
5d4e1890c9e77c000dab1020,5d4e747cc9e77c000dab154c,用户体验,3,必现,2019/8/10 7:38,查看趣图-评论-其他,无法显示评论数量，用户体验不友好,"1.在查看趣图中，点击任意一条有评论的趣图
2.无法看到改趣图的评论数量，用户体验差","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565422689921/1565422689921_13.1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565422711176/1565422711176_13.2.jpg",验证查看趣图评论用户的正确性,下载APP，登录APP,"1.查看任意一条有用户评论过的趣图
2.查看评论的用户",可以显示评论的人数及用户
5d4e1890c9e77c000dab1020,5d4e75cdc9e77c000dab1553,用户体验,1,必现,2019/8/10 7:44,查看趣图-点赞-点赞,当其他人给你点赞发布趣图后，并没有提示已有点赞消息推送,当其他人给你点赞发布趣图后，并没有提示已有点赞消息推送,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565423048491/1565423048491_14.jpg,验证查看趣图的点赞消息推送功能的有效性,下载APP，登录APP,"查看别人给你点赞过的趣图
",有用户点赞的消息推送
5d4e1890c9e77c000dab1020,5d4e78d5c9e77c000dab157b,功能不完整,4,小概率复现,2019/8/10 7:57,个人界面-简介编辑-简介编辑,在修改个人简介时，修改背景图或个人简介后，点击保存，提示“有未知错误”，且修改保存失败,在修改个人简介时，修改背景图或个人简介后，点击保存，提示“有未知错误”，且修改保存失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565423822602/1565423822602_15.jpg,验证编辑个人简介的有效性,下载APP，登录APP,"1.打开个人简介
2.修改个人简介或背景图
3.点击保存",保存修改成功
5d4e1890c9e77c000dab1020,5d4e7b26c9e77c000dab1593,功能不完整,3,大概率复现,2019/8/10 8:07,个人界面-简介编辑-简介编辑,在编辑个人简介时，输入60个字的个人简介，不应该提示保存失败,在编辑个人简介时，输入60个字的个人简介，不应该提示保存失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565424401065/1565424401065_16.jpg,编辑简介的个人简介正确（60个字）进行保存,下载APP，登录APP,"1.点击编辑个人简介
2.在个人简介里输入60个字
3.点击保存",保存成功
5d4e1890c9e77c000dab1020,5d4e7be6c9e77c000dab1599,功能不完整,3,大概率复现,2019/8/10 8:10,个人界面-简介编辑-简介编辑,在编辑个人简介时，输入59个字的个人简介，不应该保存失败且提示保存失败,在编辑个人简介时，输入59个字的个人简介，不应该保存失败且提示保存失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565424608494/1565424608494_17.jpg,编辑简介的个人简介正确（59个字）进行保存,下载APP，登录APP,"1.点击编辑个人简介
2.在个人简介里输入59个字
3.点击保存",保存成功
5d4e1890c9e77c000dab1020,5d4e7f0bc9e77c000dab15ae,功能不完整,2,大概率复现,2019/8/10 8:23,个人界面-简介编辑-简介编辑,在编辑简介时，昵称不输入任何内容，点击保存，保存失败且应该提示“昵称不能为空”，而不是提示“昵称长度过短”,在编辑简介时，昵称不输入任何内容，点击保存，保存失败且应该提示“昵称不能为空”，而不是提示“昵称长度过短”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565425404404/1565425404404_18.jpg,编辑简介的昵称错误（0个字），进行保存,下载APP，登录APP,"1.点击简介编辑
2。昵称不输入任何内容
3.点击保存按钮",保存修改失败，且提示昵称不能为空
5d4e1890c9e77c000dab1020,5d501169c9e77c000dab199b,功能不完整,4,小概率复现,2019/8/11 13:00,查看趣图-评论-其他,查看趣图时对自己已评论过的内容删除时，提示删除失败,"1.查看趣图，进行评论
2.删除刚评论的内容
预期结果：删除成功
实际结果：删除失败，提示删除失败",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565528420350/1565528420350_610144932091367913.png,验证查看趣图的删除评论功能的有效性,下载APP，登录APP,"1.点击查看任意一条趣图
2.对该趣图进行评论
3.删除自己评论",删除评论成功，提示删除成功
