report_id,bug_id,bug_category,severity,recurrent,bug_create_time,bug_page,title,description,img_url,test_case_name,test_case_front,test_case_behind,test_case_description
5de1b1a94cedfd000ea57aaf,5de1bac34cedfd000ea57d87,用户体验,4,必现,2019/11/30 0:41,首页-单个演讲-其他,返回操作退出应用，应用并未正常结束,"1.打开应用程序并正常登录
2.点开首页中任意视频进行播放
3.通过返回键返回首页
4.连续通过虚拟按键的返回操作，第一次提示再按一次退出应用，再操作一次后，返回系统桌面，但是视频并未结束播放，说明应用并未退出",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575074432860/1575074432860_微信截图_20191130084014.png,测试视频播放功能,"1.用户已成功登录
2.网络连接正常","1.正常登录账户
2.打开首页中的一个视频，开始播放
3.连续进行返回操作，退出应用","1.应用成功退出
2.视频播放停止"
5de1b1a94cedfd000ea57aaf,5de1bd314cedfd000ea57e78,用户体验,3,必现,2019/11/30 0:52,探索-搜索演讲-搜索功能,搜索功能如果匹配到某个关键词后只能进行精确匹配,"1.用户正常登录
2.进入探索界面
3.点开搜索演讲
4.进行关键字匹配
5.例如：搜索爱护，出现一个搜索结果；但如果直接在该词后面跟上结果中并未紧跟在‘爱护’后的其他词时，就无法进行模糊搜索","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575075079654/1575075079654_1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575075099179/1575075099179_2.png",测试搜索功能,"1.用户已成功登录
2.网络连接正常","1.用户正常登录
2.进入探索界面
3.点开搜索演讲
4.进行关键字匹配",1.通过构造类似的搜索词，能够搜索到相关内容
5de1b1ac4cedfd000ea57ab0,5de1b3354cedfd000ea57ad8,用户体验,3,必现,2019/11/30 0:09,活动-DIGIX现场-活动详情,点击DIGIX现场都需要重新安装新版本,"1.打开软件
2.打开活动
3.任意点击一条DIGIX现场
4.提示需要安装新版本",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575072550934/1575072550934_1.jpg,活动内容,正常打开软件,"1.打开软件
2.进入活动页面
3.点击一条内容",显示内容
5de1b1ac4cedfd000ea57ab0,5de1b5414cedfd000ea57b41,页面布局缺陷,3,必现,2019/11/30 0:18,首页-单个演讲-分享,点击视频分享后图像被覆盖,"1.打开软件
2.点击首页的演讲视频
3.点击分享按钮
4.分享到的软件图标被手机按键遮挡",,视频分享,"正常打开软件
","1.打开软件
2.点击首页的任意视频
3.点击分享按钮",分享视频
5de1b1ac4cedfd000ea57ab0,5de1e1144cedfd000ea5862e,功能不完整,3,必现,2019/11/30 3:25,首页-演讲嘉宾-详情展示,演讲嘉宾详情展示,"1.打开软件
2.点击首页
3.下滑至演讲嘉宾
4.点开一个嘉宾
5.点击他的头像
6.无详情展示",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575084274396/1575084274396_9.jpg,演讲嘉宾详情展示,成功打开软件,"1.打开软件
2.点击首页
3.下滑至演讲嘉宾
4.点开一个嘉宾
5.点击他的头像",显示该嘉宾详细介绍
5de1b1fc4cedfd000ea57ab1,5de1b9b14cedfd000ea57ce5,用户体验,2,必现,2019/11/30 0:37,首页-全部演讲-其他,首页模块中，全部演讲必须滑动最右边才能显示,"1.进入首页模块
2.必须将单个演讲滑动至最右才能进入全部演讲页面",,首页模块是否正确显示,首页模块正常进入,"1.进入首页模块
","1.单个演讲正确显示
2.全部演讲按钮正确显示
3..首页页面布局合理，风格统一"
5de1b1fc4cedfd000ea57ab1,5de1baf04cedfd000ea57d9c,功能不完整,4,必现,2019/11/30 0:42,首页-单个演讲-分享,单个演讲子模块中，无法讲演讲分享到微信,"1.随机进入任意一个单个演讲
2.点击分享
3.点击分享到微信
4.弹出无法分享到微信的提示",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575074511470/1575074511470_2.jpg,单个演讲是否能分享到微信,单个演讲子模块正常进入,"1.随机进入任意一个单个演讲
2.点击分享
3.点击分享到微信",跳出微信分享界面
5de1b1fc4cedfd000ea57ab1,5de1bf8d4cedfd000ea57f82,用户体验,5,必现,2019/11/30 1:02,登录模块-其他,"1.手机号输入框输入不合法的手机号21234567890
2.点击下一步按钮
3.显示验证码已发送
3.","1.进入注册页面
2.手机号输入框按要求输入手机号
3..点击下一步按钮
4.显示验证码已发送",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575075718066/1575075718066_0a42f0de22b78d0a2918d05ecb399f3.png,测试是否可以成功注册，验证手机号输入框输入不合法的11位数字手机号能否正常注册,1、用户成功进入注册登录的手机号页面,"1.输入不合法的11位数字手机号，如21234567890
2.点击下一步按钮",提示手机号不合法
5de1b1fc4cedfd000ea57ab1,5de1cb7b4cedfd000ea58195,用户体验,3,必现,2019/11/30 1:52,登录模块-其他-其他,登录模块中用户注册获取验证码时无法进行截图,"1.输入不合法的11位数字手机号，如21234567890
2.点击下一步按钮
3.进行截图
4.提示无法获取到截图",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575078754890/1575078754890_6.jpg,测试是否可以成功注册，验证手机号输入框输入不合法的11位数字手机号能否正常注册,1、用户成功进入注册登录的手机号页面,"1.输入不合法的11位数字手机号，如21234567890
2.点击下一步按钮",提示手机号不合法
5de1b1fc4cedfd000ea57ab1,5de1c2cc4cedfd000ea5806b,功能不完整,4,其他,2019/11/30 1:15,首页-全部演讲,全部演讲子模块中搜索按钮无效,"1.进入全部演讲模块
2.点击搜索框
3.输入“动物”字样
4.点击搜索
5.点击搜索按钮无反应",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575076527418/1575076527418_3.jpg,验证全部演讲模块中搜索按钮的有效性,全部演讲模块已进入,"1.进入全部演讲模块
2.点击搜索框
3.输入“动物”字样
4.点击搜索",显示出有关“动物”字样的单个演讲视频
5de1b1fc4cedfd000ea57ab1,5de1c6474cedfd000ea580f0,功能不完整,4,必现,2019/11/30 1:30,探索-搜索演讲-搜索功能,在探索模块中搜索功能按钮无效,"1.进入探索模块
2.点击搜索框
3.输入“旅行”字样
4.点击搜索按钮
5.点击搜索按钮没有反应，不显示搜索内容",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575077439475/1575077439475_4.jpg,验证探索模块中搜索按钮的有效性,探索模块已进入,"
1.点击搜索框
2.输入“旅行”字样
3.点击搜索按钮",显示出有关“旅行”字样的单个演讲视频
5de1b1fc4cedfd000ea57ab1,5de1c79e4cedfd000ea58118,其他,3,必现,2019/11/30 1:36,探索-搜索演讲-搜索历史,在探索模块中搜索历史显示其他模块的搜索历史,"1.进入探索模块
2.点击搜索框
3.查看搜索历史
4.搜索历史中显示其他模块的搜索历史",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575077781156/1575077781156_5.jpg,验证探索模块中搜索功能搜索历史是否正确显示,"1.探索模块已进入
2.已经有搜索过“旅行”
","1.进入探索模块
2.点击搜索框
3.查看搜索历史",显示之前搜索过的“旅行”字样
5de1b1fc4cedfd000ea57ab1,5de1cdfe4cedfd000ea581e4,功能不完整,4,必现,2019/11/30 2:03,活动-DIGIX现场-其他,活动模块的DIGIX现场子模块中的活动详情无法分享到微信,"1.进入DIGIX现场子模块
2.点击任意一项活动
3.点击分享，选择微信
4.弹出无法分享到微信界面",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575079413980/1575079413980_7.jpg,DIGIX现场活动内容是否能分享到微信,"1.用户已成功登录
2.已进入活动模块","1.进入DIGIX现场子模块
2.点击任意一项活动
3.点击分享，选择微信
",弹出微信分享界面
5de1b2064cedfd000ea57ab2,5de1b8634cedfd000ea57c64,功能不完整,3,必现,2019/11/30 0:31,我的-消息中心,"进入消息,填写空白用户名","未提示用户名不为空且未进入消息界面
",,进入消息,"1.能够连接网络
2.能够打开我的模块
3.能够安装华为云服务
4.用户已经登陆","1.打开app
2.打开我的模块
3.点击头像
4.点击右上角消息
5.不输入昵称点击确定",提示用户用户名不为空或进入消息界面
5de1b2064cedfd000ea57ab2,5de1bd224cedfd000ea57e6f,用户体验,3,必现,2019/11/30 0:51,我的-其他,音频视频缓存问题,当有未缓存完的视频音频不提示是否继续,,视频缓存,"1.网络正常连接
2.有正在缓冲的视频或音频
3.用户已登陆","1.打开app
2.进入视频界面
3.点击下载音频或视频
4.关闭app
5.重新打开app",自动开始下载或提示用户是否继续缓存
5de1b2064cedfd000ea57ab2,5de1be324cedfd000ea57ee4,用户体验,3,必现,2019/11/30 0:56,我的-个人信息-其他,二维码不能保存,未能方便用户保存并分享二维码,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1575075374220/1575075374220_aaa.jpg,二维码不能保存,"1.网络正常连接
2.有正在缓冲的视频或音频
3.用户已登陆
4.用户已经设置昵称","1.打开app
2.进入我的界面
3.点击头像
4.点击二维码
5.长按二维码",提示用户是否保存二维码
